Reactions,Single_gene,enzyme_mass,kcat_mean,kcat_std
rxn00010_c0,NODE_1_3372496_3374217,0.0,13.45954249893848,6.581976987388236
rxn00010_c0,NODE_1_3372496_3374217,0.0,13.45954249893848,6.581976987388236
rxn00011_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn00011_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn00011_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn00011_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn00011_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn00011_c0,NODE_1_3372496_3374217,0.0,15.322655422732131,4.779309426961009
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn00011_c0,NODE_1_3372496_3374217,0.0,13.763082441479307,6.884209849930189
rxn02185_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn02185_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn02185_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn02185_c0,NODE_1_3372496_3374217,0.0,8.683700996635055,1.7003588379484085
rxn02185_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn02185_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn02185_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn02185_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn02185_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
rxn02185_c0,NODE_1_3372496_3374217,0.0,10.44896044993538,6.0781765165573685
